subtype,archetype,bin,k_in_bin,bin_size,K_subtype,expected,fold_enrichment,p_value,q_value,significant,peak_bin,sig_peak_at_bin0
A2,2,0,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,1,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,2,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,3,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,4,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,5,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,6,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,7,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,8,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,2,9,1,12,1,0.1,10.0,0.09999999999999999,0.7813582045290713,False,9,False
A2,3,0,1,12,1,0.1,10.0,0.09999999999999999,0.7813582045290713,False,0,False
A2,3,1,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,3,2,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,3,3,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,3,4,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,3,5,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,3,6,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,3,7,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,3,8,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,3,9,0,12,1,0.1,0.0,1.0,1.0,False,0,False
A2,4,0,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,1,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,2,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,3,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,4,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,5,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,6,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,7,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,8,0,12,1,0.1,0.0,1.0,1.0,False,9,False
A2,4,9,1,12,1,0.1,10.0,0.09999999999999999,0.7813582045290713,False,9,False
N,0,0,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,1,False
N,0,1,2,12,3,0.30000000000000004,6.666666666666666,0.026164364050705026,0.4672207866197326,False,1,False
N,0,2,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,1,False
N,0,3,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,1,False
N,0,4,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,1,False
N,0,5,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,1,False
N,0,6,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,1,False
N,0,7,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,1,False
N,0,8,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,1,False
N,0,9,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,1,False
N,1,0,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,8,False
N,1,1,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,8,False
N,1,2,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,8,False
N,1,3,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,8,False
N,1,4,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,8,False
N,1,5,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,8,False
N,1,6,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,8,False
N,1,7,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,8,False
N,1,8,2,12,3,0.30000000000000004,6.666666666666666,0.026164364050705026,0.4672207866197326,False,8,False
N,1,9,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,8,False
N,2,0,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,7,False
N,2,1,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,7,False
N,2,2,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,7,False
N,2,3,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,7,False
N,2,4,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,7,False
N,2,5,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,7,False
N,2,6,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,7,False
N,2,7,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,7,False
N,2,8,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,7,False
N,2,9,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,7,False
N,3,0,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,0,False
N,3,1,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,0,False
N,3,2,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,0,False
N,3,3,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,0,False
N,3,4,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,0,False
N,3,5,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,0,False
N,3,6,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,0,False
N,3,7,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,0,False
N,3,8,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,0,False
N,3,9,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,0,False
N,4,0,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,2,False
N,4,1,1,12,3,0.30000000000000004,3.333333333333333,0.27305227175616015,1.0,False,2,False
N,4,2,2,12,3,0.30000000000000004,6.666666666666666,0.026164364050705026,0.4672207866197326,False,2,False
N,4,3,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,2,False
N,4,4,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,2,False
N,4,5,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,2,False
N,4,6,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,2,False
N,4,7,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,2,False
N,4,8,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,2,False
N,4,9,0,12,3,0.30000000000000004,0.0,1.0,1.0,False,2,False
P,0,0,10,12,102,10.2,0.9803921568627452,0.7414279257156791,1.0,False,6,False
P,0,1,8,12,102,10.2,0.7843137254901961,0.9823513358571465,1.0,False,6,False
P,0,2,9,12,102,10.2,0.8823529411764706,0.9187022940389507,1.0,False,6,False
P,0,3,9,12,102,10.2,0.8823529411764706,0.9187022940389507,1.0,False,6,False
P,0,4,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,6,False
P,0,5,8,12,102,10.2,0.7843137254901961,0.9823513358571465,1.0,False,6,False
P,0,6,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,6,False
P,0,7,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,6,False
P,0,8,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,6,False
P,0,9,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,6,False
P,1,0,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,1,1,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,1,2,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,1,3,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,1,4,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,1,5,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,1,6,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,1,7,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,0,False
P,1,8,6,12,102,10.2,0.5882352941176471,0.9997301297898458,1.0,False,0,False
P,1,9,1,12,102,10.2,0.09803921568627451,0.9999999999982392,1.0,False,0,False
P,2,0,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,3,False
P,2,1,10,12,102,10.2,0.9803921568627452,0.7414279257156791,1.0,False,3,False
P,2,2,9,12,102,10.2,0.8823529411764706,0.9187022940389507,1.0,False,3,False
P,2,3,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,3,False
P,2,4,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,3,False
P,2,5,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,3,False
P,2,6,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,3,False
P,2,7,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,3,False
P,2,8,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,3,False
P,2,9,3,12,102,10.2,0.29411764705882354,0.9999999783111907,1.0,False,3,False
P,3,0,3,12,102,10.2,0.29411764705882354,0.9999999783111907,1.0,False,4,False
P,3,1,10,12,102,10.2,0.9803921568627452,0.7414279257156791,1.0,False,4,False
P,3,2,8,12,102,10.2,0.7843137254901961,0.9823513358571465,1.0,False,4,False
P,3,3,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,4,False
P,3,4,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,4,False
P,3,5,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,4,False
P,3,6,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,4,False
P,3,7,10,12,102,10.2,0.9803921568627452,0.7414279257156791,1.0,False,4,False
P,3,8,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,4,False
P,3,9,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,4,False
P,4,0,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,4,1,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,0,False
P,4,2,10,12,102,10.2,0.9803921568627452,0.7414279257156791,1.0,False,0,False
P,4,3,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,4,4,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,4,5,11,12,102,10.2,1.0784313725490196,0.43230574595197446,1.0,False,0,False
P,4,6,9,12,102,10.2,0.8823529411764706,0.9187022940389507,1.0,False,0,False
P,4,7,9,12,102,10.2,0.8823529411764706,0.9187022940389507,1.0,False,0,False
P,4,8,12,12,102,10.2,1.1764705882352942,0.1281427455427677,0.7813582045290713,False,0,False
P,4,9,4,12,102,10.2,0.39215686274509803,0.9999991864905321,1.0,False,0,False
Y,0,0,0,12,7,0.7,0.0,1.0,1.0,False,5,False
Y,0,1,1,12,7,0.7,1.4285714285714284,0.5312765561911283,1.0,False,5,False
Y,0,2,2,12,7,0.7,2.8571428571428568,0.14526901423088107,0.7895055121243536,False,5,False
Y,0,3,1,12,7,0.7,1.4285714285714284,0.5312765561911283,1.0,False,5,False
Y,0,4,0,12,7,0.7,0.0,1.0,1.0,False,5,False
Y,0,5,3,12,7,0.7,4.285714285714286,0.021596694962064015,0.4672207866197326,False,5,False
Y,0,6,0,12,7,0.7,0.0,1.0,1.0,False,5,False
Y,0,7,0,12,7,0.7,0.0,1.0,1.0,False,5,False
Y,0,8,0,12,7,0.7,0.0,1.0,1.0,False,5,False
Y,0,9,0,12,7,0.7,0.0,1.0,1.0,False,5,False
Y,1,0,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,1,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,2,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,3,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,4,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,5,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,6,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,7,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,8,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,1,9,7,12,7,0.7,10.0,1.3313705945272303e-08,1.1094754954393586e-06,True,9,False
Y,2,0,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,1,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,2,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,3,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,4,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,5,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,6,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,7,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,8,0,12,7,0.7,0.0,1.0,1.0,False,9,False
Y,2,9,7,12,7,0.7,10.0,1.3313705945272303e-08,1.1094754954393586e-06,True,9,False
Y,3,0,7,12,7,0.7,10.0,1.3313705945272303e-08,1.1094754954393586e-06,True,0,True
Y,3,1,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,3,2,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,3,3,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,3,4,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,3,5,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,3,6,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,3,7,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,3,8,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,3,9,0,12,7,0.7,0.0,1.0,1.0,False,0,False
Y,4,0,0,12,7,0.7,0.0,1.0,1.0,False,7,False
Y,4,1,0,12,7,0.7,0.0,1.0,1.0,False,7,False
Y,4,2,0,12,7,0.7,0.0,1.0,1.0,False,7,False
Y,4,3,0,12,7,0.7,0.0,1.0,1.0,False,7,False
Y,4,4,0,12,7,0.7,0.0,1.0,1.0,False,7,False
Y,4,5,0,12,7,0.7,0.0,1.0,1.0,False,7,False
Y,4,6,1,12,7,0.7,1.4285714285714284,0.5312765561911283,1.0,False,7,False
Y,4,7,3,12,7,0.7,4.285714285714286,0.021596694962064015,0.4672207866197326,False,7,False
Y,4,8,0,12,7,0.7,0.0,1.0,1.0,False,7,False
Y,4,9,3,12,7,0.7,4.285714285714286,0.021596694962064015,0.4672207866197326,False,7,False
