subtype,archetype,bin,k_in_bin,bin_size,K_subtype,expected,fold_enrichment,p_value,q_value,significant,peak_bin,sig_peak_at_bin0
A,2,8,0,12,48,4.800000000000001,0.0,1.0,1.0,False,3,False
A,2,9,0,12,48,4.800000000000001,0.0,1.0,1.0,False,3,False
A,3,0,0,12,48,4.800000000000001,0.0,1.0,1.0,False,8,False
A,3,1,2,12,48,4.800000000000001,0.41666666666666663,0.9847827826655515,1.0,False,8,False
A,3,2,3,12,48,4.800000000000001,0.625,0.9274124785122616,1.0,False,8,False
A,3,3,3,12,48,4.800000000000001,0.625,0.9274124785122616,1.0,False,8,False
A,3,4,6,12,48,4.800000000000001,1.25,0.3276266860749129,1.0,False,8,False
A,3,5,3,12,48,4.800000000000001,0.625,0.9274124785122616,1.0,False,8,False
A,3,6,6,12,48,4.800000000000001,1.25,0.3276266860749129,1.0,False,8,False
A,3,7,5,12,48,4.800000000000001,1.0416666666666667,0.5668797676812156,1.0,False,8,False
A,3,8,10,12,48,4.800000000000001,2.0833333333333335,0.0017466411922576644,0.020793347526876955,True,8,False
A,3,9,10,12,48,4.800000000000001,2.0833333333333335,0.0017466411922576644,0.020793347526876955,True,8,False
A,4,0,0,12,48,4.800000000000001,0.0,1.0,1.0,False,3,False
A,4,1,3,12,48,4.800000000000001,0.625,0.9274124785122616,1.0,False,3,False
A,4,2,7,12,48,4.800000000000001,1.4583333333333333,0.145770177076183,0.7753732823201225,False,3,False
A,4,3,11,12,48,4.800000000000001,2.2916666666666665,0.00016091677512719083,0.003352432815149809,True,3,False
A,4,4,10,12,48,4.800000000000001,2.0833333333333335,0.0017466411922576644,0.020793347526876955,True,3,False
A,4,5,6,12,48,4.800000000000001,1.25,0.3276266860749129,1.0,False,3,False
A,4,6,8,12,48,4.800000000000001,1.6666666666666665,0.048056231942537046,0.3754393120510707,False,3,False
A,4,7,3,12,48,4.800000000000001,0.625,0.9274124785122616,1.0,False,3,False
A,4,8,0,12,48,4.800000000000001,0.0,1.0,1.0,False,3,False
A,4,9,0,12,48,4.800000000000001,0.0,1.0,1.0,False,3,False
A2,0,0,1,12,28,2.8,0.3571428571428571,0.9655854653272008,1.0,False,9,False
A2,0,1,3,12,28,2.8,1.0714285714285714,0.5643001775616259,1.0,False,9,False
A2,0,2,3,12,28,2.8,1.0714285714285714,0.5643001775616259,1.0,False,9,False
A2,0,3,4,12,28,2.8,1.4285714285714284,0.2943505315044451,1.0,False,9,False
A2,0,4,3,12,28,2.8,1.0714285714285714,0.5643001775616259,1.0,False,9,False
A2,0,5,1,12,28,2.8,0.3571428571428571,0.9655854653272008,1.0,False,9,False
A2,0,6,4,12,28,2.8,1.4285714285714284,0.2943505315044451,1.0,False,9,False
A2,0,7,2,12,28,2.8,0.7142857142857142,0.8228288770548488,1.0,False,9,False
A2,0,8,2,12,28,2.8,0.7142857142857142,0.8228288770548488,1.0,False,9,False
A2,0,9,5,12,28,2.8,1.7857142857142858,0.11358067923401173,0.6453447683750666,False,9,False
A2,1,0,0,12,28,2.8,0.0,1.0,1.0,False,6,False
A2,1,1,0,12,28,2.8,0.0,1.0,1.0,False,6,False
A2,1,2,0,12,28,2.8,0.0,1.0,1.0,False,6,False
A2,1,3,1,12,28,2.8,0.3571428571428571,0.9655854653272008,1.0,False,6,False
A2,1,4,4,12,28,2.8,1.4285714285714284,0.2943505315044451,1.0,False,6,False
A2,1,5,5,12,28,2.8,1.7857142857142858,0.11358067923401173,0.6453447683750666,False,6,False
A2,1,6,7,12,28,2.8,2.5,0.006434356947098729,0.06702455153227842,True,6,False
A2,1,7,4,12,28,2.8,1.4285714285714284,0.2943505315044451,1.0,False,6,False
A2,1,8,4,12,28,2.8,1.4285714285714284,0.2943505315044451,1.0,False,6,False
A2,1,9,3,12,28,2.8,1.0714285714285714,0.5643001775616259,1.0,False,6,False
A2,2,0,12,12,28,2.8,4.285714285714286,2.8855316555974234e-09,1.8034572847483895e-07,True,0,True
A2,2,1,7,12,28,2.8,2.5,0.006434356947098729,0.06702455153227842,True,0,False
A2,2,2,6,12,28,2.8,2.142857142857143,0.031915240090662975,0.2955114823209535,False,0,False
A2,2,3,1,12,28,2.8,0.3571428571428571,0.9655854653272008,1.0,False,0,False
A2,2,4,2,12,28,2.8,0.7142857142857142,0.8228288770548488,1.0,False,0,False
A2,2,5,0,12,28,2.8,0.0,1.0,1.0,False,0,False
A2,2,6,0,12,28,2.8,0.0,1.0,1.0,False,0,False
A2,2,7,0,12,28,2.8,0.0,1.0,1.0,False,0,False
A2,2,8,0,12,28,2.8,0.0,1.0,1.0,False,0,False
A2,2,9,0,12,28,2.8,0.0,1.0,1.0,False,0,False
A2,3,0,1,12,28,2.8,0.3571428571428571,0.9655854653272008,1.0,False,2,False
A2,3,1,4,12,28,2.8,1.4285714285714284,0.2943505315044451,1.0,False,2,False
A2,3,2,5,12,28,2.8,1.7857142857142858,0.11358067923401173,0.6453447683750666,False,2,False
A2,3,3,2,12,28,2.8,0.7142857142857142,0.8228288770548488,1.0,False,2,False
A2,3,4,3,12,28,2.8,1.0714285714285714,0.5643001775616259,1.0,False,2,False
A2,3,5,3,12,28,2.8,1.0714285714285714,0.5643001775616259,1.0,False,2,False
A2,3,6,3,12,28,2.8,1.0714285714285714,0.5643001775616259,1.0,False,2,False
A2,3,7,5,12,28,2.8,1.7857142857142858,0.11358067923401173,0.6453447683750666,False,2,False
A2,3,8,1,12,28,2.8,0.3571428571428571,0.9655854653272008,1.0,False,2,False
A2,3,9,1,12,28,2.8,0.3571428571428571,0.9655854653272008,1.0,False,2,False
A2,4,0,0,12,28,2.8,0.0,1.0,1.0,False,8,False
A2,4,1,0,12,28,2.8,0.0,1.0,1.0,False,8,False
A2,4,2,0,12,28,2.8,0.0,1.0,1.0,False,8,False
A2,4,3,0,12,28,2.8,0.0,1.0,1.0,False,8,False
A2,4,4,0,12,28,2.8,0.0,1.0,1.0,False,8,False
A2,4,5,5,12,28,2.8,1.7857142857142858,0.11358067923401173,0.6453447683750666,False,8,False
A2,4,6,3,12,28,2.8,1.0714285714285714,0.5643001775616259,1.0,False,8,False
A2,4,7,4,12,28,2.8,1.4285714285714284,0.2943505315044451,1.0,False,8,False
A2,4,8,8,12,28,2.8,2.8571428571428568,0.0009114069061291388,0.014240732908267793,True,8,False
A2,4,9,8,12,28,2.8,2.8571428571428568,0.0009114069061291388,0.014240732908267793,True,8,False
N,0,0,1,12,25,2.5,0.39999999999999997,0.9481558992965303,1.0,False,8,False
N,0,1,4,12,25,2.5,1.5999999999999999,0.2191267286656607,1.0,False,8,False
N,0,2,1,12,25,2.5,0.39999999999999997,0.9481558992965303,1.0,False,8,False
N,0,3,1,12,25,2.5,0.39999999999999997,0.9481558992965303,1.0,False,8,False
N,0,4,2,12,25,2.5,0.7999999999999999,0.7629983967841387,1.0,False,8,False
N,0,5,3,12,25,2.5,1.2,0.4754596870001893,1.0,False,8,False
N,0,6,2,12,25,2.5,0.7999999999999999,0.7629983967841387,1.0,False,8,False
N,0,7,3,12,25,2.5,1.2,0.4754596870001893,1.0,False,8,False
N,0,8,5,12,25,2.5,2.0,0.07328211444084284,0.4697571438515567,False,8,False
N,0,9,3,12,25,2.5,1.2,0.4754596870001893,1.0,False,8,False
N,1,0,0,12,25,2.5,0.0,1.0,1.0,False,5,False
N,1,1,2,12,25,2.5,0.7999999999999999,0.7629983967841387,1.0,False,5,False
N,1,2,1,12,25,2.5,0.39999999999999997,0.9481558992965303,1.0,False,5,False
N,1,3,3,12,25,2.5,1.2,0.4754596870001893,1.0,False,5,False
N,1,4,3,12,25,2.5,1.2,0.4754596870001893,1.0,False,5,False
N,1,5,5,12,25,2.5,2.0,0.07328211444084284,0.4697571438515567,False,5,False
N,1,6,4,12,25,2.5,1.5999999999999999,0.2191267286656607,1.0,False,5,False
N,1,7,2,12,25,2.5,0.7999999999999999,0.7629983967841387,1.0,False,5,False
N,1,8,5,12,25,2.5,2.0,0.07328211444084284,0.4697571438515567,False,5,False
N,1,9,0,12,25,2.5,0.0,1.0,1.0,False,5,False
N,2,0,0,12,25,2.5,0.0,1.0,1.0,False,8,False
N,2,1,0,12,25,2.5,0.0,1.0,1.0,False,8,False
N,2,2,0,12,25,2.5,0.0,1.0,1.0,False,8,False
N,2,3,0,12,25,2.5,0.0,1.0,1.0,False,8,False
N,2,4,0,12,25,2.5,0.0,1.0,1.0,False,8,False
N,2,5,3,12,25,2.5,1.2,0.4754596870001893,1.0,False,8,False
N,2,6,3,12,25,2.5,1.2,0.4754596870001893,1.0,False,8,False
N,2,7,5,12,25,2.5,2.0,0.07328211444084284,0.4697571438515567,False,8,False
N,2,8,10,12,25,2.5,4.0,1.4250087099181122e-06,5.089316821136115e-05,True,8,False
N,2,9,4,12,25,2.5,1.5999999999999999,0.2191267286656607,1.0,False,8,False
N,3,0,0,12,25,2.5,0.0,1.0,1.0,False,5,False
N,3,1,3,12,25,2.5,1.2,0.4754596870001893,1.0,False,5,False
N,3,2,4,12,25,2.5,1.5999999999999999,0.2191267286656607,1.0,False,5,False
N,3,3,4,12,25,2.5,1.5999999999999999,0.2191267286656607,1.0,False,5,False
N,3,4,2,12,25,2.5,0.7999999999999999,0.7629983967841387,1.0,False,5,False
N,3,5,6,12,25,2.5,2.4,0.01759598900954871,0.16919220201489144,False,5,False
N,3,6,2,12,25,2.5,0.7999999999999999,0.7629983967841387,1.0,False,5,False
N,3,7,2,12,25,2.5,0.7999999999999999,0.7629983967841387,1.0,False,5,False
N,3,8,1,12,25,2.5,0.39999999999999997,0.9481558992965303,1.0,False,5,False
N,3,9,1,12,25,2.5,0.39999999999999997,0.9481558992965303,1.0,False,5,False
N,4,0,12,12,25,2.5,4.8,4.932532744610979e-10,4.1104439538424824e-08,True,0,True
N,4,1,9,12,25,2.5,3.5999999999999996,2.824680056098459e-05,0.0007846333489162386,True,0,False
N,4,2,4,12,25,2.5,1.5999999999999999,0.2191267286656607,1.0,False,0,False
N,4,3,0,12,25,2.5,0.0,1.0,1.0,False,0,False
N,4,4,0,12,25,2.5,0.0,1.0,1.0,False,0,False
N,4,5,0,12,25,2.5,0.0,1.0,1.0,False,0,False
N,4,6,0,12,25,2.5,0.0,1.0,1.0,False,0,False
N,4,7,0,12,25,2.5,0.0,1.0,1.0,False,0,False
N,4,8,0,12,25,2.5,0.0,1.0,1.0,False,0,False
N,4,9,0,12,25,2.5,0.0,1.0,1.0,False,0,False
P,0,0,10,12,10,1.0,10.000000000000002,5.686313059620179e-13,1.4215782649050446e-10,True,0,True
P,0,1,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,0,2,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,0,3,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,0,4,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,0,5,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,0,6,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,0,7,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,0,8,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,0,9,0,12,10,1.0,0.0,1.0,1.0,False,0,False
P,1,0,0,12,10,1.0,0.0,1.0,1.0,False,7,False
P,1,1,0,12,10,1.0,0.0,1.0,1.0,False,7,False
P,1,2,0,12,10,1.0,0.0,1.0,1.0,False,7,False
P,1,3,0,12,10,1.0,0.0,1.0,1.0,False,7,False
P,1,4,0,12,10,1.0,0.0,1.0,1.0,False,7,False
P,1,5,0,12,10,1.0,0.0,1.0,1.0,False,7,False
P,1,6,1,12,10,1.0,1.0,0.6663786777311116,1.0,False,7,False
P,1,7,5,12,10,1.0,5.000000000000001,0.0008046991669497688,0.014240732908267793,True,7,False
P,1,8,3,12,10,1.0,3.0,0.06181640283173192,0.44154573451237084,False,7,False
P,1,9,1,12,10,1.0,1.0,0.6663786777311116,1.0,False,7,False
P,2,0,0,12,10,1.0,0.0,1.0,1.0,False,6,False
P,2,1,0,12,10,1.0,0.0,1.0,1.0,False,6,False
P,2,2,0,12,10,1.0,0.0,1.0,1.0,False,6,False
P,2,3,0,12,10,1.0,0.0,1.0,1.0,False,6,False
P,2,4,0,12,10,1.0,0.0,1.0,1.0,False,6,False
P,2,5,1,12,10,1.0,1.0,0.6663786777311116,1.0,False,6,False
P,2,6,5,12,10,1.0,5.000000000000001,0.0008046991669497688,0.014240732908267793,True,6,False
P,2,7,2,12,10,1.0,2.0,0.2619891961930649,1.0,False,6,False
P,2,8,2,12,10,1.0,2.0,0.2619891961930649,1.0,False,6,False
P,2,9,0,12,10,1.0,0.0,1.0,1.0,False,6,False
P,3,0,2,12,10,1.0,2.0,0.2619891961930649,1.0,False,1,False
P,3,1,3,12,10,1.0,3.0,0.06181640283173192,0.44154573451237084,False,1,False
P,3,2,0,12,10,1.0,0.0,1.0,1.0,False,1,False
P,3,3,3,12,10,1.0,3.0,0.06181640283173192,0.44154573451237084,False,1,False
P,3,4,1,12,10,1.0,1.0,0.6663786777311116,1.0,False,1,False
P,3,5,0,12,10,1.0,0.0,1.0,1.0,False,1,False
P,3,6,1,12,10,1.0,1.0,0.6663786777311116,1.0,False,1,False
P,3,7,0,12,10,1.0,0.0,1.0,1.0,False,1,False
P,3,8,0,12,10,1.0,0.0,1.0,1.0,False,1,False
P,3,9,0,12,10,1.0,0.0,1.0,1.0,False,1,False
P,4,0,0,12,10,1.0,0.0,1.0,1.0,False,8,False
P,4,1,0,12,10,1.0,0.0,1.0,1.0,False,8,False
P,4,2,0,12,10,1.0,0.0,1.0,1.0,False,8,False
P,4,3,1,12,10,1.0,1.0,0.6663786777311116,1.0,False,8,False
P,4,4,2,12,10,1.0,2.0,0.2619891961930649,1.0,False,8,False
P,4,5,1,12,10,1.0,1.0,0.6663786777311116,1.0,False,8,False
P,4,6,0,12,10,1.0,0.0,1.0,1.0,False,8,False
P,4,7,2,12,10,1.0,2.0,0.2619891961930649,1.0,False,8,False
P,4,8,4,12,10,1.0,4.0,0.008965500294086234,0.08965500294086233,True,8,False
P,4,9,0,12,10,1.0,0.0,1.0,1.0,False,8,False
Y,0,0,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,5,False
Y,0,1,2,12,9,0.8999999999999999,2.2222222222222223,0.2219546375207983,1.0,False,5,False
Y,0,2,2,12,9,0.8999999999999999,2.2222222222222223,0.2219546375207983,1.0,False,5,False
Y,0,3,1,12,9,0.8999999999999999,1.1111111111111112,0.625939729577307,1.0,False,5,False
Y,0,4,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,5,False
Y,0,5,3,12,9,0.8999999999999999,3.3333333333333335,0.0459611320704382,0.3754393120510707,False,5,False
Y,0,6,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,5,False
Y,0,7,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,5,False
Y,0,8,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,5,False
Y,0,9,1,12,9,0.8999999999999999,1.1111111111111112,0.625939729577307,1.0,False,5,False
Y,1,0,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,1,1,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,1,2,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,1,3,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,1,4,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,1,5,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,1,6,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,1,7,1,12,9,0.8999999999999999,1.1111111111111112,0.625939729577307,1.0,False,9,False
Y,1,8,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,1,9,8,12,9,0.8999999999999999,8.88888888888889,5.133603430225098e-09,2.1390014292604573e-07,True,9,False
Y,2,0,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,2,1,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,2,2,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,2,3,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,2,4,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,2,5,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,2,6,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,2,7,1,12,9,0.8999999999999999,1.1111111111111112,0.625939729577307,1.0,False,9,False
Y,2,8,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,2,9,8,12,9,0.8999999999999999,8.88888888888889,5.133603430225098e-09,2.1390014292604573e-07,True,9,False
Y,3,0,9,12,9,0.8999999999999999,10.0,2.1039358320594662e-11,2.6299197900743326e-09,True,0,True
Y,3,1,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,3,2,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,3,3,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,3,4,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,3,5,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,3,6,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,3,7,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,3,8,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,3,9,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,0,False
Y,4,0,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,4,1,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,4,2,1,12,9,0.8999999999999999,1.1111111111111112,0.625939729577307,1.0,False,9,False
Y,4,3,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,4,4,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,4,5,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,4,6,1,12,9,0.8999999999999999,1.1111111111111112,0.625939729577307,1.0,False,9,False
Y,4,7,3,12,9,0.8999999999999999,3.3333333333333335,0.0459611320704382,0.3754393120510707,False,9,False
Y,4,8,0,12,9,0.8999999999999999,0.0,1.0,1.0,False,9,False
Y,4,9,4,12,9,0.8999999999999999,4.444444444444445,0.005701179843231648,0.06478613458217783,True,9,False
