cell_line,verhaak_subtype,confidence_score,score_Classical,score_Mesenchymal,score_Proneural,genes_Classical,genes_Mesenchymal,genes_Proneural
ACH-001605,Classical,0.1129107145192218,0.1129107145192218,-0.0641896795572058,-0.8060254554524143,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000152,Proneural,0.260226917465988,-0.4130250374930099,-0.5414898159806681,0.260226917465988,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000328,Mesenchymal,0.4391398016623902,-0.0643690439382006,0.4391398016623902,-0.5020258160223966,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000595,Proneural,1.1325612027503864,0.4452686113937255,-0.2366866240698828,1.1325612027503864,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000469,Classical,0.7595250292464458,0.7595250292464458,0.5677890097482055,0.0805614449184767,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-002409,Classical,0.1482162671352909,0.1482162671352909,-0.6381918593370585,-0.1653152238977197,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-001622,Proneural,0.0571082295023171,-0.1355989886820373,-0.2509163991816184,0.0571082295023171,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000455,Mesenchymal,-0.2561350640883793,-0.6908070556994618,-0.2561350640883793,-0.3625084489280925,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000036,Mesenchymal,0.1273015324061934,-0.2369316944287887,0.1273015324061934,-0.377835395685554,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000673,Proneural,0.1922602552059492,-0.133897098598472,-0.1070770570894848,0.1922602552059492,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000200,Proneural,0.8235474825880044,-0.0784162016017367,-0.3174001755550965,0.8235474825880044,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
ACH-000323,Proneural,-0.0033033710171685,-0.6096234183948022,-1.1205201559836773,-0.0033033710171685,"EGFR,NES,NOTCH3,SMO,GAS1,GLI2,NFKBIA","CD44,CHI3L1,RELB,TRADD,TNFRSF1A,NFKB1,STAT3","OLIG2,PDGFRA,DLL3,NKX2-2,SOX10,NKX2-1"
